,Domain,Country,Element,Crop,Year,Unit,Production,Crop
5211,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",2010,tonnes,15700,nutmeg
5212,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",2011,tonnes,15816,nutmeg
5213,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",2012,tonnes,18070,nutmeg
5214,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",2013,tonnes,16565,nutmeg
5215,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",2014,tonnes,21000,nutmeg
5216,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",2015,tonnes,22000,nutmeg
5217,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",2016,tonnes,38000,nutmeg
5218,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",2017,tonnes,43000,nutmeg
5219,Crops and livestock products,India,Production,"Nutmeg, mace and cardamoms",2018,tonnes,43000,nutmeg
5336,Crops and livestock products,India,Production,Okra,1961,tonnes,775000,okra
5337,Crops and livestock products,India,Production,Okra,1962,tonnes,790000,okra
5338,Crops and livestock products,India,Production,Okra,1963,tonnes,825000,okra
5339,Crops and livestock products,India,Production,Okra,1964,tonnes,845000,okra
5340,Crops and livestock products,India,Production,Okra,1965,tonnes,900000,okra
5341,Crops and livestock products,India,Production,Okra,1966,tonnes,940000,okra
5342,Crops and livestock products,India,Production,Okra,1967,tonnes,970000,okra
5343,Crops and livestock products,India,Production,Okra,1968,tonnes,1000000,okra
5344,Crops and livestock products,India,Production,Okra,1969,tonnes,1050000,okra
5345,Crops and livestock products,India,Production,Okra,1970,tonnes,1150000,okra
5346,Crops and livestock products,India,Production,Okra,1971,tonnes,1190000,okra
5347,Crops and livestock products,India,Production,Okra,1972,tonnes,1240000,okra
5348,Crops and livestock products,India,Production,Okra,1973,tonnes,1340000,okra
5349,Crops and livestock products,India,Production,Okra,1974,tonnes,1375000,okra
5350,Crops and livestock products,India,Production,Okra,1975,tonnes,1430000,okra
5351,Crops and livestock products,India,Production,Okra,1976,tonnes,1480000,okra
5352,Crops and livestock products,India,Production,Okra,1977,tonnes,1530000,okra
5353,Crops and livestock products,India,Production,Okra,1978,tonnes,1550000,okra
5354,Crops and livestock products,India,Production,Okra,1979,tonnes,1625000,okra
5355,Crops and livestock products,India,Production,Okra,1980,tonnes,1700000,okra
5356,Crops and livestock products,India,Production,Okra,1981,tonnes,1740000,okra
5357,Crops and livestock products,India,Production,Okra,1982,tonnes,1770000,okra
5358,Crops and livestock products,India,Production,Okra,1983,tonnes,1850000,okra
5359,Crops and livestock products,India,Production,Okra,1984,tonnes,1900000,okra
5360,Crops and livestock products,India,Production,Okra,1985,tonnes,1950000,okra
5361,Crops and livestock products,India,Production,Okra,1986,tonnes,2050000,okra
5362,Crops and livestock products,India,Production,Okra,1987,tonnes,2110000,okra
5363,Crops and livestock products,India,Production,Okra,1988,tonnes,2190000,okra
5364,Crops and livestock products,India,Production,Okra,1989,tonnes,2250000,okra
5365,Crops and livestock products,India,Production,Okra,1990,tonnes,2280000,okra
5366,Crops and livestock products,India,Production,Okra,1991,tonnes,2327000,okra
5367,Crops and livestock products,India,Production,Okra,1992,tonnes,2400000,okra
5368,Crops and livestock products,India,Production,Okra,1993,tonnes,2405000,okra
5369,Crops and livestock products,India,Production,Okra,1994,tonnes,3030000,okra
5370,Crops and livestock products,India,Production,Okra,1995,tonnes,3900000,okra
5371,Crops and livestock products,India,Production,Okra,1996,tonnes,3800000,okra
5372,Crops and livestock products,India,Production,Okra,1997,tonnes,3700000,okra
5373,Crops and livestock products,India,Production,Okra,1998,tonnes,3210000,okra
5374,Crops and livestock products,India,Production,Okra,1999,tonnes,3380000,okra
5375,Crops and livestock products,India,Production,Okra,2000,tonnes,3420000,okra
5376,Crops and livestock products,India,Production,Okra,2001,tonnes,3340000,okra
5377,Crops and livestock products,India,Production,Okra,2002,tonnes,3320000,okra
5378,Crops and livestock products,India,Production,Okra,2003,tonnes,3530000,okra
5379,Crops and livestock products,India,Production,Okra,2004,tonnes,3631400,okra
5380,Crops and livestock products,India,Production,Okra,2005,tonnes,3512400,okra
5381,Crops and livestock products,India,Production,Okra,2006,tonnes,3974600,okra
5382,Crops and livestock products,India,Production,Okra,2007,tonnes,4070000,okra
5383,Crops and livestock products,India,Production,Okra,2008,tonnes,4179000,okra
5384,Crops and livestock products,India,Production,Okra,2009,tonnes,4528000,okra
5385,Crops and livestock products,India,Production,Okra,2010,tonnes,4803000,okra
5386,Crops and livestock products,India,Production,Okra,2011,tonnes,5784000,okra
5387,Crops and livestock products,India,Production,Okra,2012,tonnes,6259000,okra
5388,Crops and livestock products,India,Production,Okra,2013,tonnes,6350000,okra
5389,Crops and livestock products,India,Production,Okra,2014,tonnes,6346370,okra
5390,Crops and livestock products,India,Production,Okra,2015,tonnes,5709000,okra
5391,Crops and livestock products,India,Production,Okra,2016,tonnes,5849000,okra
5392,Crops and livestock products,India,Production,Okra,2017,tonnes,6003000,okra
5393,Crops and livestock products,India,Production,Okra,2018,tonnes,6095000,okra
5510,Crops and livestock products,India,Production,"Onions, dry",1961,tonnes,1200000,onions
5511,Crops and livestock products,India,Production,"Onions, dry",1962,tonnes,1230000,onions
5512,Crops and livestock products,India,Production,"Onions, dry",1963,tonnes,1260000,onions
5513,Crops and livestock products,India,Production,"Onions, dry",1964,tonnes,1290000,onions
5514,Crops and livestock products,India,Production,"Onions, dry",1965,tonnes,1320000,onions
5515,Crops and livestock products,India,Production,"Onions, dry",1966,tonnes,1350000,onions
5516,Crops and livestock products,India,Production,"Onions, dry",1967,tonnes,1629000,onions
5517,Crops and livestock products,India,Production,"Onions, dry",1968,tonnes,1700000,onions
5518,Crops and livestock products,India,Production,"Onions, dry",1969,tonnes,1750000,onions
5519,Crops and livestock products,India,Production,"Onions, dry",1970,tonnes,1800000,onions
5520,Crops and livestock products,India,Production,"Onions, dry",1971,tonnes,1900000,onions
5521,Crops and livestock products,India,Production,"Onions, dry",1972,tonnes,1920000,onions
5522,Crops and livestock products,India,Production,"Onions, dry",1973,tonnes,1980000,onions
5523,Crops and livestock products,India,Production,"Onions, dry",1974,tonnes,2000000,onions
5524,Crops and livestock products,India,Production,"Onions, dry",1975,tonnes,2100000,onions
5525,Crops and livestock products,India,Production,"Onions, dry",1976,tonnes,1950000,onions
5526,Crops and livestock products,India,Production,"Onions, dry",1977,tonnes,2230000,onions
5527,Crops and livestock products,India,Production,"Onions, dry",1978,tonnes,2200000,onions
5528,Crops and livestock products,India,Production,"Onions, dry",1979,tonnes,2499700,onions
5529,Crops and livestock products,India,Production,"Onions, dry",1980,tonnes,2504300,onions
5530,Crops and livestock products,India,Production,"Onions, dry",1981,tonnes,2647900,onions
5531,Crops and livestock products,India,Production,"Onions, dry",1982,tonnes,2426600,onions
5532,Crops and livestock products,India,Production,"Onions, dry",1983,tonnes,2699100,onions
5533,Crops and livestock products,India,Production,"Onions, dry",1984,tonnes,3098900,onions
5534,Crops and livestock products,India,Production,"Onions, dry",1985,tonnes,2862700,onions
5535,Crops and livestock products,India,Production,"Onions, dry",1986,tonnes,2532600,onions
5536,Crops and livestock products,India,Production,"Onions, dry",1987,tonnes,2700700,onions
5537,Crops and livestock products,India,Production,"Onions, dry",1988,tonnes,3347300,onions
5538,Crops and livestock products,India,Production,"Onions, dry",1989,tonnes,3065100,onions
5539,Crops and livestock products,India,Production,"Onions, dry",1990,tonnes,3226200,onions
5540,Crops and livestock products,India,Production,"Onions, dry",1991,tonnes,3584700,onions
5541,Crops and livestock products,India,Production,"Onions, dry",1992,tonnes,3490000,onions
5542,Crops and livestock products,India,Production,"Onions, dry",1993,tonnes,4010000,onions
5543,Crops and livestock products,India,Production,"Onions, dry",1994,tonnes,4040000,onions
5544,Crops and livestock products,India,Production,"Onions, dry",1995,tonnes,4080000,onions
5545,Crops and livestock products,India,Production,"Onions, dry",1996,tonnes,4180000,onions
5546,Crops and livestock products,India,Production,"Onions, dry",1997,tonnes,3200000,onions
5547,Crops and livestock products,India,Production,"Onions, dry",1998,tonnes,5331900,onions
5548,Crops and livestock products,India,Production,"Onions, dry",1999,tonnes,4899500,onions
5549,Crops and livestock products,India,Production,"Onions, dry",2000,tonnes,4721100,onions
5550,Crops and livestock products,India,Production,"Onions, dry",2001,tonnes,5252100,onions
5551,Crops and livestock products,India,Production,"Onions, dry",2002,tonnes,4209500,onions
5552,Crops and livestock products,India,Production,"Onions, dry",2003,tonnes,6267600,onions
5553,Crops and livestock products,India,Production,"Onions, dry",2004,tonnes,7760600,onions
5554,Crops and livestock products,India,Production,"Onions, dry",2005,tonnes,9432500,onions
5555,Crops and livestock products,India,Production,"Onions, dry",2006,tonnes,10847000,onions
5556,Crops and livestock products,India,Production,"Onions, dry",2007,tonnes,13900000,onions
5557,Crops and livestock products,India,Production,"Onions, dry",2008,tonnes,13565000,onions
5558,Crops and livestock products,India,Production,"Onions, dry",2009,tonnes,12158800,onions
5559,Crops and livestock products,India,Production,"Onions, dry",2010,tonnes,15118000,onions
5560,Crops and livestock products,India,Production,"Onions, dry",2011,tonnes,17511090,onions
5561,Crops and livestock products,India,Production,"Onions, dry",2012,tonnes,16813000,onions
5562,Crops and livestock products,India,Production,"Onions, dry",2013,tonnes,19299000,onions
5563,Crops and livestock products,India,Production,"Onions, dry",2014,tonnes,19401680,onions
5564,Crops and livestock products,India,Production,"Onions, dry",2015,tonnes,18927000,onions
5565,Crops and livestock products,India,Production,"Onions, dry",2016,tonnes,20931000,onions
5566,Crops and livestock products,India,Production,"Onions, dry",2017,tonnes,22427000,onions
5567,Crops and livestock products,India,Production,"Onions, dry",2018,tonnes,23262000,onions
5684,Crops and livestock products,India,Production,Oranges,1961,tonnes,752000,oranges
5685,Crops and livestock products,India,Production,Oranges,1962,tonnes,670000,oranges
5686,Crops and livestock products,India,Production,Oranges,1963,tonnes,670000,oranges
5687,Crops and livestock products,India,Production,Oranges,1964,tonnes,691000,oranges
5688,Crops and livestock products,India,Production,Oranges,1965,tonnes,780000,oranges
5689,Crops and livestock products,India,Production,Oranges,1966,tonnes,900000,oranges
5690,Crops and livestock products,India,Production,Oranges,1967,tonnes,1000000,oranges
5691,Crops and livestock products,India,Production,Oranges,1968,tonnes,1213000,oranges
5692,Crops and livestock products,India,Production,Oranges,1969,tonnes,1100000,oranges
5693,Crops and livestock products,India,Production,Oranges,1970,tonnes,1200000,oranges
5694,Crops and livestock products,India,Production,Oranges,1971,tonnes,1250000,oranges
5695,Crops and livestock products,India,Production,Oranges,1972,tonnes,1300000,oranges
5696,Crops and livestock products,India,Production,Oranges,1973,tonnes,1200000,oranges
5697,Crops and livestock products,India,Production,Oranges,1974,tonnes,1300000,oranges
5698,Crops and livestock products,India,Production,Oranges,1975,tonnes,1150000,oranges
5699,Crops and livestock products,India,Production,Oranges,1976,tonnes,1400000,oranges
5700,Crops and livestock products,India,Production,Oranges,1977,tonnes,1138000,oranges
5701,Crops and livestock products,India,Production,Oranges,1978,tonnes,1070000,oranges
5702,Crops and livestock products,India,Production,Oranges,1979,tonnes,1130000,oranges
5703,Crops and livestock products,India,Production,Oranges,1980,tonnes,1171000,oranges
5704,Crops and livestock products,India,Production,Oranges,1981,tonnes,1209000,oranges
5705,Crops and livestock products,India,Production,Oranges,1982,tonnes,1258000,oranges
5706,Crops and livestock products,India,Production,Oranges,1983,tonnes,1358000,oranges
5707,Crops and livestock products,India,Production,Oranges,1984,tonnes,1347000,oranges
5708,Crops and livestock products,India,Production,Oranges,1985,tonnes,1350000,oranges
5709,Crops and livestock products,India,Production,Oranges,1986,tonnes,1346000,oranges
5710,Crops and livestock products,India,Production,Oranges,1987,tonnes,1500000,oranges
5711,Crops and livestock products,India,Production,Oranges,1988,tonnes,1400000,oranges
5712,Crops and livestock products,India,Production,Oranges,1989,tonnes,1920000,oranges
5713,Crops and livestock products,India,Production,Oranges,1990,tonnes,2010000,oranges
5714,Crops and livestock products,India,Production,Oranges,1991,tonnes,1890000,oranges
5715,Crops and livestock products,India,Production,Oranges,1992,tonnes,1330000,oranges
5716,Crops and livestock products,India,Production,Oranges,1993,tonnes,1895000,oranges
5717,Crops and livestock products,India,Production,Oranges,1994,tonnes,1883200,oranges
5718,Crops and livestock products,India,Production,Oranges,1995,tonnes,1595200,oranges
5719,Crops and livestock products,India,Production,Oranges,1996,tonnes,2041300,oranges
